,time,id,like,comment
579,2020-02-17,Glass虾,1,趁没人评论，我就先抢个沙发。
581,2020-02-17,纳了侯豆,1,0评论？
568,2020-02-17,云杉木狂魔,1,一楼
750,2020-02-17,袁华逸,1,下次一钉
583,2020-02-17,为签约,1,你看看你们吓得钉钉，他明明还是个五岁的孩子，干嘛一次给这么多星星
584,2020-02-17,鉴无虚发,1,元首复工，可我斯大林不想复学
585,2020-02-17,看到我的最好去学习,1,因为防止大家给一星所以自动关掉评论功能
586,2020-02-17,冬泳怪尸,1,首页刷到
587,2020-02-17,木哲也,1,我也想给五星好评，就是对不住我每天受八九个小时辐射的眼睛
588,2020-02-17,杏棠酱,1,只要来的早就能上热评吗？
589,2020-02-17,泡椒05,1,此生无悔入钉钉，五星好评（
590,2020-02-17,谁都没我优秀,1,把钉钉送去喂斯大林
591,2020-02-17,扎目夏,1,来啦！
569,2020-02-17,pxyiiiiiii,1,怎么？知道我刚上完网课就发视频了吗？
567,2020-02-17,梦里忆她丶,1,空耳笑死
593,2020-02-17,Bvcd99,1,叮叮啊，我们苹果在努力2.5分了，挺住啊
554,2020-02-17,沰NK砅,1,还有人不用钉钉的吗？我在本地电视上的网课不用签到 像听就听
544,2020-02-17,-神州有一仙-,1,鬼畜区新星up，石锤了
545,2020-02-17,这是阿鱼啦,1,喂斯大林我笑死哈哈哈哈哈哈哈哈
546,2020-02-17,取名好难我做不到啊,1,钉钉钉钉钉钉钉~
547,2020-02-17,阿夭X,1,恰饭视频实锤了
548,2020-02-17,走开你挡到我走位了,1,"别问沙不沙发了
都是同时发的 
(=´ω｀=)"
549,2020-02-17,中二病の救赎,1,不戴口罩的一律不能热评
550,2020-02-17,hololive爬,1,在？能不能把职业设置老师的人都封了？
551,2020-02-17,你的军师,1,你们可以：男的女装，女的JK（泳装也行），发视频，唱歌。就内个，五星杠杠的就来了
552,2020-02-17,迷茫灬煞,1,不正经的官方
553,2020-02-17,辣条委员会发言人,1,钉钉涨粉速度有点快啊
555,2020-02-17,御前总管太监魏公公,1,★☆☆☆☆我爱学习，我爱钉钉，
566,2020-02-17,Delele丶,1,
556,2020-02-17,Hkzyy秤票,1,在？为啥你做鬼畜上手这么快
557,2020-02-17,CupMap,1,我在b站看钉钉的视频
558,2020-02-17,星野拓海_,1,这就是那个支配了一切的软件吗？
559,2020-02-17,是舍不得你看见,1,元首没带口罩
560,2020-02-17,一只小哈皮吖,1,我真快，叮叮最胖
561,2020-02-17,HLLFW-響,1,就是宁把爷的暑假整没的？
562,2020-02-17,LowShadow丶,1,此生无悔入钉钉，分期付款给五星
563,2020-02-17,忘忧草1118,1,那个，十万粉丝有了，抽个奖钉钉永久封号呗
564,2020-02-17,一只平芜,1,你是有多爱看鬼畜呐燕子钉
565,2020-02-17,Hkzyy秤票,1,"听说出了个新的直播软件评分很低 就下载试了试
难怪评分低 刚让主播跳舞都不愿意 还问我哪个班的"
592,2020-02-17,Hkzyy秤票,1,"听说出了个新的直播软件评分很低 就下载试了试
难怪评分低 刚让主播跳舞都不愿意 还问我哪个班的"
594,2020-02-17,推翻生化事态的佣兵团,1,我来的早是不是就能...
644,2020-02-17,大大是对的,1,你也太惨了吧，心疼你，因为我不用
632,2020-02-17,一只彩色猫,1,看到这，我吓的马上看了一下评分，还好只有3分，还有人还分期，我就放心了
622,2020-02-17,这是阿鱼啦,1,跪求钉三多出表情！！！！
623,2020-02-17,高级玩家133,1,钉钉
624,2020-02-17,梵尹机点,1,★☆☆☆☆话不多说，先给一个
625,2020-02-17,Buildafoundation,1,第1次来那么早，记住丁丁，爸爸爱你每天都送给你小星星。
626,2020-02-17,dog太阳の,1,哈哈哈哈我第一这里就是我马某的天下了。
627,2020-02-17,混沌与风暴,1,？，热乎的钉钉？
628,2020-02-17,O十年无悔O,1,哦⊙∀⊙！元首
629,2020-02-17,小橘酱啊,1,字幕君辛苦了
630,2020-02-17,求你让我过了吧,1,在不务正业的道路上越走越远
631,2020-02-17,桃妖不爱莲,1,1評
633,2020-02-17,守恋静香,1,评论呢
620,2020-02-17,i惊鸿游雪,1,兄弟，你有毒啊！
634,2020-02-17,根根ouo,1,依然分期，但看在元首面子上，分两期
635,2020-02-17,またあなたに会うまで,1,都没人？？好的我来沙发了
636,2020-02-17,每天都要吸纯氧的神父,1,。。。
637,2020-02-17,一个喜欢喝咖啡的变态,1,可爱钉钉在线求饶
638,2020-02-17,御前总管太监魏公公,1,怎么没评论？
639,2020-02-17,猪皮皮QwQ,1,第一
640,2020-02-17,华胥の亡霊姐姐,1,学生吐槽完毕  职工接任
641,2020-02-17,糖无水,1,第一？
642,2020-02-17,听风在线卑微,1,官方鬼畜，i了
643,2020-02-17,Starstain,1,哈哈哈哈66
621,2020-02-17,丶果冻哦,1,元首疯狂飞沫传播
619,2020-02-17,或许不懂吧,1,各大学校官方账号，咱不求抽奖，直接把学姐学妹都打包邮过来吧
595,2020-02-17,宇智波-隐,1,分期警告
606,2020-02-17,がいめ,1,元首你戴不戴口罩我不管，我只好奇今天打卡怎么没看见你
596,2020-02-17,冷漠丶无心,1,五星好评，分期付款
597,2020-02-17,走开你挡到我走位了,1,三连！钉钉必须得有三连！
598,2020-02-17,我永远爱狂三,1,没人？！
599,2020-02-17,记录昆明,1,趁他等级还没我高…
600,2020-02-17,Black黄金,1,第一耶
601,2020-02-17,玄天XTn,1,咋没评论？那分期五星无期还清吧
602,2020-02-17,爱穿粉袍的甘道夫,1,学习使我秃头
603,2020-02-17,伪鬼菌,1,兄弟们~能不能送我上热评~
604,2020-02-17,CCCxxxBbBbBb,1,此生无悔入钉钉，分期付款给五星
605,2020-02-17,绯舞不是鸽子,1,午  夜  凶  钉
607,2020-02-17,鱼鳞片_,1,
618,2020-02-17,毕雯珺的小可爱cs,1,前排
608,2020-02-17,影森河,1,十八分钟前
609,2020-02-17,辣条委员会发言人,1,“气死你以后我来继承阿里巴巴”
610,2020-02-17,恋如雨止あい,1,第一？
611,2020-02-17,xx阿千xx,1,这个中文音译够有灵魂了(大家记得戴口罩戴口罩戴口罩戴口罩戴口罩戴口罩戴口罩戴口罩戴口罩戴口罩)
612,2020-02-17,漂浮的红色幽灵,1,评论？？？
613,2020-02-17,9080ti,1,沙发没人要？
614,2020-02-17,三只眼的老山姆,1,第一
615,2020-02-17,独醉月影下,1,没人吗……
616,2020-02-17,6496hsnjak,1,去
617,2020-02-17,liuxiaoxi666,1,会唱歌会鬼畜如果再发一个游戏视频就是全能型钉钉了
749,2020-02-17,_COMENTP_,1,
815,2020-02-17,噼里啪啦boom的小乐,1,一人血书，如果把那个开摄像头的功能关闭我就给你五星！不然元首也救不了你
751,2020-02-17,我也很绝亡呀,1,在?五星分期付。
893,2020-02-17,六岁小沐北,1,3天10万
883,2020-02-17,世间徒留我一人,1,哎呦~我是沙发，顶我上去给你五星一次付清
884,2020-02-17,克莉丝芙兰,1,我爱钉钉，钉钉爱我
885,2020-02-17,HXD3-0547,1,一星保护
886,2020-02-17,小伙子不孬,1,一钉五次付
887,2020-02-17,chenda-,1,听说只要来的早，傻子都能上热评
888,2020-02-17,人类善-咕哒子,1,元首因为用了钉钉十分生气，决定分期付款5🌟好评
889,2020-02-17,穪晟宬塍,1,可惜我不用
890,2020-02-17,EX风,1,哇塞
891,2020-02-17,妖名时雨,1,我打五星！！！（谁让我不用呢）
892,2020-02-17,TempestAqua,1,第一！
894,2020-02-17,我喜欢吸氦氖氩氪氙氡,1,所以你是新来的鬼畜up？？
881,2020-02-17,马猴烧酒灰羊,1,
895,2020-02-17,老实敦厚的大猩猩,1,人生第一次沙发
896,2020-02-17,白衣既无言,1,看你这么可怜，，，给五星了来个置顶？
897,2020-02-17,Eason-杨,1,
898,2020-02-17,吴军吴军啊,1,在？？没评论？？
899,2020-02-17,拉芙塔丽亚,1,第一
900,2020-02-17,仮面ライダー崇皇,1,第一
901,2020-02-17,时光易逝666,1,好
902,2020-02-17,玟小鹤,1,这是个有才华的官方号
903,2020-02-17,白白鸽丶,1,三连（暗示）
904,2020-02-17,mortimes,1,五星好评，分期付款
882,2020-02-17,沐晓想吃麻辣烫,1,嘶
880,2020-02-17,PeLi裴灵,1,好早 另外别忘了给钉钉五星 分五期的那种
906,2020-02-17,可心的阿飞,1,沙发
867,2020-02-17,海深带色鱼,1,前排，你要是和我交易就不给你分期了
857,2020-02-17,西雨city,1,试了几次，发不了评论么？
858,2020-02-17,海深带色鱼,1,给爷交易，爷就不分期了
859,2020-02-17,初春还凉,1,感觉是时候逼自己一把了，一个赞多写一分钟作业
860,2020-02-17,岁月宅,1,沙发~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
861,2020-02-17,Silly拙,1,前猅
862,2020-02-17,我享静静,1,沙发
863,2020-02-17,Seven-728,1,热乎的
864,2020-02-17,高兴-,1,
865,2020-02-17,Dragonlovem,1,万能的钉钉语
866,2020-02-17,笙声不息s,1,刚刚！！！已三连加五星（一次性付款哦）
868,2020-02-17,不知道是谁家的,1,在？抽个免签卡
879,2020-02-17,吱悠悠的风车,1,刚来调侃你你就发视频了等着一大波官号来吧
869,2020-02-17,添南呱,1,"◤              ◥
     
 奇怪的知识
     增加了
◣              ◢"
870,2020-02-17,善良的大混蛋,1,分期警告
871,2020-02-17,参见喵大人,1,沙发
872,2020-02-17,莫临molin,1,"那个那个，问一下
求饶的那个视频，里面那个声音的小姐姐能介绍一下吗？（应该是小姐姐吧）"
873,2020-02-17,捅捅捅捅彤,1,帮忙买口罩就给你五星
874,2020-02-17,石市长,1,刚从上个视频过来，饶过你我怎么办啊
875,2020-02-17,枸杞骑狗,1,五星好评，分期付款
876,2020-02-17,与姐姐同龄的橡木,1,沙发？
877,2020-02-17,笑容太野QAQ,1,所以钉钉这边的近期规划是开一个鬼畜网课电音教学还是一个如何给自己p上口罩，隔离病毒顺带教翻译的直播
878,2020-02-17,添南呱,1,热评就在手边，骚话堵在嘴前
905,2020-02-17,柠檬般线条,1,热乎的
907,2020-02-17,恰巧路过的白银御行,1,五星好评，五次付清
752,2020-02-17,bili_351924387,1,钉钉，三连置顶
945,2020-02-17,诸葛作_不是诸葛作,1,最惨官方，莫得评论
935,2020-02-17,97度丶,1,来了
936,2020-02-17,是桢桢没错了,1,红红火火恍恍惚惚
937,2020-02-17,輝夜姫の林,1,新鲜的哎
938,2020-02-17,沉哲影,1,五星分期付款行不行
939,2020-02-17,我作业写完了,1,热乎的钉钉
940,2020-02-17,yuekaoooooooo,1,别拆开话题！支付宝你给我找来没有？
941,2020-02-17,爱德华丶弗拉基米尔,1,奇怪的一星增加了
942,2020-02-17,-黎--欧,1,公号私用
943,2020-02-17,xiaoqithrow,1,打破惨案
944,2020-02-17,你的军师,1,在下建议，男的女装，女的泳装，出视频就唱歌内个，出了就五星一次付清，同意的举手
946,2020-02-17,ignorancee,1,没人评论，up肯定凉了
933,2020-02-17,一介文化人,1,官方被迫高产
947,2020-02-17,XP就够了配件,1,我这个是刚刚，钉钉支持我一下啊
1670,2020-02-17,就是一条咸鱼吧,1,啊？
1669,2020-02-17,是你的诚纹吖,1,不用说了，什么时候可以卸载你？
1668,2020-02-17,爱穿粉袍的甘道夫,1,好不容易是前排，想不出一句骚话，怎么说呢：我爱钉钉
1667,2020-02-18,他们都叫我泥鳅,1,请求交易★★★★★
1666,2020-02-18,pokemmo然,1,是时候逼自己一把了，一个赞写一小时作业（限制12小时）
1665,2020-02-18,喵了个咪的陈佳欢i,1,"1.钉钉是收费的，这次疫情阿里免费提供
2.钉钉属于办公软件，所以连麦接通打开摄像头很正常，
3.不愿意学习就别装模作样，真的不舒服就和老师说，恶意一星只能暴露你的素质低.
4.比较老师也没有专业的器具也没怎么直播过很正常.
5.你们不想用钉钉，我们想学的要用。
6.不服的来喷我，
（最讨厌那种老师直播的时候有人起哄说刷火箭的，一点都不好笑只会觉得没有素质。其实钉钉对于初3高三的那些人最为需要。）"
1664,2020-02-18,满嘴骚话的羊,1,"放心吧钉钉，这个视频我是绝对不会给赞的，币也不会投，收藏更不会点了。
但是，钉钉，我会给你一个一星好评，然后反手一个举报"
1663,2020-02-18,六哥尔,1,放过钉钉吧！我先给个五星！
1662,2020-02-19,时卄间,1,有一说一钉钉确实是个不错的办公软件，那些无脑刷差评还带脏字的有本事就把学校拆了把老师开除了啊 实在不行就直接退学算了，这关钉钉什么事 而且这本来就是办公软件 就算没了钉钉 它后面还有一大堆呢。刷个j儿的屏，要刷就刷点有营养的评论，不要用肮脏的言论去恶心别人
934,2020-02-17,钉钉科技官方账号,1,在正版官方面前我唯唯诺诺，不敢吱声
932,2020-02-17,valyriann,1,一个赞学习五分钟，自信点没有上限
908,2020-02-17,雪莉酱233,1,？？
919,2020-02-17,dokidoki的yuri,1,钉钉还干这个的啊
909,2020-02-17,亦羽居,1,第一
910,2020-02-17,小名尘Feng,1,三连了，你应该知道该怎么做
911,2020-02-17,上树华崽,1,
912,2020-02-17,今晚小黑屋走一趟,1,好惨一官方
913,2020-02-17,卓以本以,1,为什么钉钉作为一个学习直播官方逐渐变成了鬼畜区大佬？
914,2020-02-17,是小李啊啊啊啊啊啊啊,1,元首也用钉钉？
915,2020-02-17,西雨city,1,咋发不了评论
916,2020-02-17,阿无---,1,我不怪你，要怪就怪吃蝙蝠那个人，但是我真的不想上用你了，好烦人啊
917,2020-02-17,燕双鹰_,1,等疫情过去后，钉钉将会减少大批用户
918,2020-02-17,蓝莓不是蓝梅,1,此生无悔入钉钉，分期五星给好评！
920,2020-02-17,爷゜,1,人家都戴口罩了，你怎么不加个防沉迷
931,2020-02-17,就漏网之鱼,1,看你们分数这么低，为了防止在家无聊，我给了个五星防止下架
921,2020-02-17,秃秃の兔兔,1,我是第一耶！
922,2020-02-17,时透无一朗,1,
923,2020-02-17,籾の上で踊る,1,喂斯大林
924,2020-02-17,梵哆是个谎言,1,哈哈哈哈哈官方鬼畜，最为致命
925,2020-02-17,xclzz0728,1,捕获
926,2020-02-17,二哈皮,1,
927,2020-02-17,柠檬茶茶啾,1,"万能德语哈哈哈
你的5星我一次性付清了"
928,2020-02-17,rgtjf,1,前排
929,2020-02-17,东方寒辰,1,给个五星好评
930,2020-02-17,TempestAqua,1,啊嘞嘞
